Surf Break,County,Surf Break Type,Latitude (N),Longitude (W),Latitude,Longitude,Date,Time,Wave Height (ft),Upper Wave Height (ft),Wave Height Range,Surf (ft),Rating Scale (1-5),Rating,Primary Swell (ft),Primary Swell (seconds),Secondary Swell 1 (ft),Secondary Swell 1 (seconds),Secondary Swell 2 (ft),Secondary Swell 2 (seconds),Wind (kts),Wind (kts).1,Wave Energy,Consistency,Weather (F),Pressure (mb),Probability (%)
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-28,21,3,4,3-4,45355,4,FAIR,2.5,7,1.3,14,0.6,15,4,4kts,38.0,64,59,1015,40
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-29,0,3,4,3-4,45355,4,FAIR,1.4,14,2.7,6,0.6,11,3,3kts,42.0,63,58,1015,30
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-29,3,3,4,3-4,45355,4,FAIR,1.3,14,2.4,6,0.5,11,1,1kts,36.0,62,57,1015,50
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-29,6,2,3+,2-3+,2-3+,4,FAIR,1.3,14,2.0,6,0.6,11,1,1kts,34.0,60,57,1015,80
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-29,9,2,3+,2-3+,2-3+,4,FAIR,1.2,14,1.7,6,0.5,11,1,1kts,26.0,57,60,1016,85
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-29,12,2,3+,2-3+,2-3+,4,FAIR,1.2,14,1.5,6,0.5,11,5,5kts,24.0,56,65,1015,85
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-29,15,2,3,2-3,45325,3,POOR TO FAIR,1.2,14,1.4,6,0.5,11,8,8kts,26.0,54,66,1014,85
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-29,18,2,3,2-3,45325,2,POOR,1.2,14,1.5,6,0.4,11,12,12kts,25.0,52,68,1012,70
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-29,21,2,3,2-3,45325,3,POOR TO FAIR,1.2,14,1.4,6,0.7,12,6,6kts,24.0,48,66,1012,65
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-30,0,2,3,2-3,45325,4,FAIR,1.2,14,1.2,5,0.5,12,3,3kts,26.0,45,64,1013,50
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-30,3,2,3,2-3,45325,4,FAIR,1.2,14,1.2,5,0.4,11,3,3kts,24.0,41,61,1013,50
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-30,6,2,3,2-3,45325,4,FAIR,1.1,14,1.3,5,0.4,10,1,1kts,19.0,31,61,1012,70
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-30,9,2,3,2-3,45325,4,FAIR,1.1,14,1.2,5,0.4,10,1,1kts,17.0,29,64,1013,65
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-30,12,2,3,2-3,45325,4,FAIR,1.1,13,1.1,5,0.6,11,5,5kts,18.0,40,71,1014,60
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-30,15,2,3,2-3,45325,3,POOR TO FAIR,1.1,13,1.1,5,0.7,11,7,7kts,19.0,45,71,1013,80
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-30,18,2,3,2-3,45325,3,POOR TO FAIR,1.1,13,1.1,5,0.3,10,11,11kts,17.0,36,73,1012,50
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-04-30,21,2,3,2-3,45325,3,POOR TO FAIR,1.0,13,1.1,5,0.3,19,8,8kts,15.0,33,73,1012,65
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-01,0,2,3,2-3,45325,3,POOR TO FAIR,1.0,13,1.0,5,0.3,10,6,6kts,16.0,32,71,1013,65
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-01,3,2,3,2-3,45325,4,FAIR,1.0,13,0.9,5,0.3,16,5,5kts,14.0,27,68,1013,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-01,6,1,2,1-2,45293,3,POOR TO FAIR,0.9,13,0.6,16,0.9,5,3,3kts,13.0,24,66,1013,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-01,9,1,2,1-2,45293,3,POOR TO FAIR,0.9,13,0.6,17,0.4,17,2,2kts,13.0,17,70,1014,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-01,12,1,2,1-2,45293,3,POOR TO FAIR,0.8,17,0.8,13,0.9,5,3,3kts,18.0,15,77,1014,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-01,15,1,2,1-2,45293,2,POOR,0.8,17,0.9,13,0.8,5,7,7kts,18.0,15,75,1014,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-01,18,1,2,1-2,45293,2,POOR,0.9,14,0.7,18,0.4,18,11,11kts,16.0,16,78,1012,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-01,21,1,2,1-2,45293,2,POOR,1.0,14,0.6,18,0.4,18,11,11kts,16.0,17,78,1012,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-02,0,2,3,2-3,45325,3,POOR TO FAIR,0.9,14,0.7,17,0.4,16,7,7kts,18.0,18,75,1012,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-02,3,2,3,2-3,45325,3,POOR TO FAIR,1.3,15,0.3,16,0.7,5,5,5kts,35.0,22,73,1012,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-02,6,2,3,2-3,45325,3,POOR TO FAIR,1.2,16,0.5,12,0.3,16,5,5kts,30.0,25,72,1011,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-02,9,2,3,2-3,45325,3,POOR TO FAIR,1.3,16,0.6,12,0.3,16,3,3kts,34.0,26,74,1012,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-02,12,2,3,2-3,45325,3,POOR TO FAIR,1.3,16,0.6,12,0.3,16,4,4kts,33.0,24,80,1012,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-02,15,2,3,2-3,45325,3,POOR TO FAIR,1.3,16,0.3,16,0.8,4,7,7kts,39.0,19,79,1011,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-02,18,2,3,2-3,45325,3,POOR TO FAIR,1.3,16,0.8,4,0.3,16,11,11kts,37.0,16,81,1010,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-02,21,2,3,2-3,45325,2,POOR,1.4,15,1.0,3,0.3,16,11,11kts,41.0,18,80,1010,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-03,0,2,3,2-3,45325,3,POOR TO FAIR,1.5,15,0.9,4,0.3,16,5,5kts,47.0,23,76,1010,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-03,3,2,3,2-3,45325,3,POOR TO FAIR,1.6,15,1.0,4,0.2,10,6,6kts,55.0,30,72,1010,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-03,6,2,3,2-3,45325,3,POOR TO FAIR,1.6,15,1.1,4,0.3,10,5,5kts,61.0,35,66,1010,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-03,9,2,3,2-3,45325,3,POOR TO FAIR,1.6,15,0.5,18,1.1,5,4,4kts,48.0,36,68,1011,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-03,12,2,3,2-3,45325,3,POOR TO FAIR,1.5,15,0.5,18,1.2,5,7,7kts,42.0,35,74,1012,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-03,15,2,3,2-3,45325,3,POOR TO FAIR,1.5,15,0.4,18,1.1,5,7,7kts,43.0,33,73,1011,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-03,18,2,3,2-3,45325,3,POOR TO FAIR,1.6,15,1.0,5,0.2,18,6,6kts,50.0,29,71,1010,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-03,21,2,3,2-3,45325,3,POOR TO FAIR,1.3,16,0.9,13,1.0,5,4,4kts,39.0,28,66,1010,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-04,0,2,3,2-3,45325,3,POOR TO FAIR,1.2,16,1.0,13,1.5,5,5,5kts,36.0,31,65,1011,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-04,3,2,3,2-3,45325,4,FAIR,1.3,16,1.9,5,1.0,13,4,4kts,40.0,36,63,1012,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-04,6,2,3,2-3,45325,4,FAIR,1.3,16,1.0,13,1.9,5,4,4kts,41.0,39,63,1012,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-04,9,2,3,2-3,45325,4,FAIR,1.2,16,1.1,13,1.6,5,4,4kts,34.0,38,66,1013,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-04,12,2,3,2-3,45325,3,POOR TO FAIR,1.7,15,1.3,5,0.3,16,6,6kts,59.0,37,71,1013,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-04,15,2,3,2-3,45325,3,POOR TO FAIR,1.7,15,1.1,5,0.3,16,8,8kts,59.0,36,71,1012,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-04,18,2,3,2-3,45325,3,POOR TO FAIR,1.7,15,1.2,4,0.4,16,11,11kts,55.0,36,71,1011,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-04,21,2,3,2-3,45325,3,POOR TO FAIR,1.7,15,1.4,4,0.3,16,5,5kts,55.0,36,68,1011,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-05,0,2,3,2-3,45325,3,POOR TO FAIR,1.6,15,1.5,5,0.4,16,5,5kts,46.0,36,64,1013,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-05,3,2,3,2-3,45325,4,FAIR,1.6,15,1.3,4,0.3,16,3,3kts,45.0,33,61,1013,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-05,6,2,3,2-3,45325,4,FAIR,1.6,15,1.1,4,0.3,16,1,1kts,47.0,31,60,1013,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-05,9,2,3,2-3,45325,4,FAIR,1.6,14,0.4,16,1.0,4,2,2kts,44.0,35,63,1014,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-05,12,2,3,2-3,45325,3,POOR TO FAIR,1.5,14,0.6,15,0.2,21,6,6kts,39.0,38,68,1015,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-05,15,2,3,2-3,45325,3,POOR TO FAIR,1.5,14,0.6,17,0.7,4,8,8kts,41.0,38,67,1014,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-05,18,2,3,2-3,45325,3,POOR TO FAIR,1.5,14,0.6,17,0.5,18,9,9kts,34.0,39,69,1013,--%
Venice,South Los Angeles County,Beach Break,33.985,-118.477778,33.985000° N,-118.477778° W,2024-05-05,21,2,3,2-3,45325,3,POOR TO FAIR,1.5,14,0.6,18,0.4,18,6,6kts,32.0,40,66,1013,--%
